Dte;Barri;AEB;SC;Electors;Votants;Abstencio;Nuls;Votsvalids;Blancs;TriasxBCN;PSC-CP;BCOMU-C;ERC-AM;PP;VOX;CUP-AMUNT;VALENTS;Cs;PACMA;BCNETSTU;EV-AV;EB;NOVAPRIMARIES;PC-LV;FNC;PCTC;AIREs-LaIzquierda;PH;PFiV;UNIDOSSI;SOMI;JES-UEP;PTDCERV;Partitmesvotat
7;43;155;115;872;587;285;9;578;10;142;74;145;80;27;17;56;10;2;4;3;1;0;5;0;0;2;0;0;0;0;0;0;0;BCOMU-C
7;43;155;116;1132;705;427;9;696;5;92;156;165;100;53;29;43;15;5;9;9;7;3;0;2;2;1;0;0;0;0;0;0;0;BCOMU-C
7;43;155;117;1237;559;678;11;548;12;81;101;130;64;56;29;29;8;8;10;9;5;1;1;1;1;0;0;0;0;1;1;0;0;BCOMU-C
7;43;155;118;926;608;318;12;596;9;130;111;135;85;37;19;32;11;1;5;9;2;2;3;0;1;1;2;0;1;0;0;0;0;BCOMU-C
7;43;156;119;910;537;373;7;530;3;103;104;136;64;43;19;20;15;4;6;10;0;0;1;0;0;0;0;0;0;0;1;1;0;BCOMU-C
7;43;156;120;914;508;406;6;502;1;78;107;112;61;50;31;17;11;8;9;10;1;1;3;0;0;0;1;0;0;1;0;0;0;BCOMU-C
7;43;156;121;817;482;335;2;480;11;105;99;89;62;47;16;17;8;2;6;8;2;1;1;1;0;4;0;0;0;0;0;1;0;TriasxBCN
7;43;156;122;991;581;410;6;575;6;93;115;87;95;60;41;28;15;3;12;7;1;0;5;3;0;2;0;0;2;0;0;0;0;PSC-CP
7;43;156;123;1091;637;454;2;635;6;125;135;121;86;43;40;37;6;10;11;5;0;5;3;1;1;0;0;0;0;0;0;0;0;PSC-CP
8;44;157;1;983;566;417;8;558;3;55;168;104;72;75;33;8;14;1;10;8;2;1;0;2;0;1;0;0;0;0;1;0;0;PSC-CP
8;44;157;2;957;562;395;3;559;5;111;131;108;79;50;19;21;16;3;5;5;4;1;1;0;0;0;0;0;0;0;0;0;0;PSC-CP
8;44;157;3;929;491;438;7;484;4;85;131;94;66;35;27;17;9;3;5;3;1;1;0;1;0;0;0;0;0;0;0;2;0;PSC-CP
8;44;157;4;1005;537;468;1;536;2;72;165;87;68;54;27;19;16;10;5;3;3;1;0;2;0;1;0;0;1;0;0;0;0;PSC-CP
8;44;157;5;877;481;396;4;477;12;55;104;77;64;69;46;23;12;3;4;5;1;1;0;0;1;0;0;0;0;0;0;0;0;PSC-CP
8;44;157;6;1164;609;555;7;602;5;92;141;117;98;60;25;20;18;8;6;6;0;0;3;0;1;0;0;0;0;1;0;1;0;PSC-CP
8;44;157;7;912;515;397;1;514;7;79;154;76;41;80;23;13;15;7;7;5;3;0;0;1;2;0;0;0;1;0;0;0;0;PSC-CP
8;44;157;8;1181;691;490;6;685;5;96;175;134;85;58;52;23;17;13;11;5;2;2;1;5;0;1;0;0;0;0;0;0;0;PSC-CP
8;44;158;9;1236;723;513;11;712;8;77;172;165;103;30;59;35;18;7;9;12;5;2;2;2;2;2;0;1;1;0;0;0;0;PSC-CP
8;44;159;10;866;577;289;5;572;9;70;149;95;62;67;34;26;22;6;10;9;2;1;4;3;0;2;0;0;0;0;0;1;0;PSC-CP
8;44;159;11;888;558;330;2;556;4;106;131;95;58;64;31;20;14;7;6;7;1;8;0;1;0;0;3;0;0;0;0;0;0;PSC-CP
8;44;159;12;966;585;381;4;581;3;96;168;104;72;39;37;16;10;10;5;10;8;0;2;1;0;0;0;0;0;0;0;0;0;PSC-CP
8;44;159;13;871;565;306;7;558;4;98;133;96;66;34;56;12;20;9;10;8;4;3;2;2;0;1;0;0;0;0;0;0;0;PSC-CP
8;44;159;14;881;490;391;9;481;3;85;100;87;68;47;42;18;7;9;5;3;3;1;0;1;0;1;1;0;0;0;0;0;0;PSC-CP
8;44;160;15;950;526;424;4;522;9;65;125;80;79;50;41;23;10;9;13;8;2;1;4;1;0;1;0;0;0;1;0;0;0;PSC-CP
8;44;160;16;819;392;427;11;381;7;70;85;60;39;47;24;22;8;6;5;2;1;1;0;0;1;2;0;1;0;0;0;0;0;PSC-CP
8;44;160;17;1006;597;409;7;590;3;95;158;125;72;56;28;19;9;6;7;6;1;0;0;1;2;0;1;0;1;0;0;0;0;PSC-CP
8;44;160;18;1112;617;495;1;616;7;83;181;112;70;70;30;28;11;6;3;4;4;2;0;0;1;1;3;0;0;0;0;0;0;PSC-CP
8;44;160;19;1209;650;559;1;649;9;89;151;114;68;70;46;23;22;17;7;10;10;1;1;1;0;6;2;0;2;0;0;0;0;PSC-CP
8;45;161;20;970;557;413;4;553;9;75;139;102;74;56;32;21;17;6;9;6;2;0;0;0;3;2;0;0;0;0;0;0;0;PSC-CP
8;45;161;21;1057;628;429;8;620;4;67;177;100;56;93;49;13;12;11;10;12;4;1;0;2;4;2;0;0;1;0;1;0;1;PSC-CP
8;45;161;22;905;563;342;7;556;12;55;151;84;66;70;40;19;25;10;9;8;3;0;0;1;1;0;0;1;0;1;0;0;0;PSC-CP
8;45;161;23;949;523;426;4;519;5;77;138;94;66;38;35;21;11;8;6;5;2;2;1;6;1;3;0;0;0;0;0;0;0;PSC-CP
8;45;161;24;997;564;433;3;561;5;73;148;102;60;70;27;20;24;7;8;3;3;6;0;1;0;0;2;1;0;1;0;0;0;PSC-CP
8;45;161;25;835;441;394;3;438;6;49;123;93;47;42;28;14;13;5;8;1;2;3;0;0;1;2;0;0;1;0;0;0;0;PSC-CP
8;45;161;26;969;570;399;3;567;2;62;154;132;55;60;33;23;12;8;5;7;5;2;0;2;1;1;0;1;0;2;0;0;0;PSC-CP
8;45;162;27;1071;681;390;7;674;6;57;228;123;69;85;44;12;14;14;4;6;4;4;0;0;0;1;1;0;0;1;1;0;0;PSC-CP
8;45;162;28;834;481;353;4;477;7;45;168;58;48;55;44;17;10;6;12;2;2;1;0;1;0;0;0;0;0;0;1;0;0;PSC-CP
8;45;162;29;1103;527;576;3;524;7;48;135;109;73;38;51;18;20;3;7;6;1;2;1;2;0;1;0;2;0;0;0;0;0;PSC-CP
8;45;162;30;1015;581;434;6;575;0;44;190;95;54;71;62;20;14;10;4;2;2;3;0;0;1;2;0;0;0;0;1;0;0;PSC-CP
8;45;163;31;959;534;425;7;527;1;68;160;81;55;71;43;14;10;7;7;4;1;2;0;2;0;0;0;0;0;0;1;0;0;PSC-CP
8;45;163;32;953;576;377;6;570;11;44;166;115;74;68;36;16;15;6;6;10;2;1;0;0;0;0;0;0;0;0;0;0;0;PSC-CP
8;45;163;33;1001;472;529;3;469;6;61;131;87;48;45;38;9;12;4;14;5;4;1;0;1;0;0;2;1;0;0;0;0;0;PSC-CP
8;45;163;34;793;424;369;7;417;5;35;145;71;37;34;36;19;9;7;10;4;0;1;0;0;0;3;0;1;0;0;0;0;0;PSC-CP
8;45;163;35;1725;645;1080;3;642;6;58;172;131;77;70;52;19;17;10;8;8;3;0;1;1;2;1;0;4;1;1;0;0;0;PSC-CP
8;45;163;36;1033;500;533;7;493;5;45;159;80;39;65;50;12;8;8;13;3;2;1;0;0;1;1;0;0;0;0;0;1;0;PSC-CP
8;45;163;37;1098;625;473;8;617;4;52;179;121;45;95;46;22;10;9;15;10;3;2;1;0;0;1;0;1;0;0;1;0;0;PSC-CP
8;46;164;38;1001;496;505;5;491;12;76;127;100;45;43;27;16;21;3;4;9;2;2;0;0;0;0;0;2;2;0;0;0;0;PSC-CP
8;46;164;39;1026;542;484;8;534;4;65;176;102;55;42;26;20;10;12;3;13;0;0;1;2;0;1;1;1;0;0;0;0;0;PSC-CP
8;46;164;40;1264;622;642;11;611;9;60;176;121;70;65;43;17;9;6;13;15;2;1;0;1;0;1;1;1;0;0;0;0;0;PSC-CP
8;46;164;41;1308;545;763;4;541;7;40;156;116;61;47;47;14;11;7;6;17;1;1;1;3;0;3;0;2;1;0;0;0;0;PSC-CP
8;46;164;42;945;557;388;10;547;2;62;167;89;51;77;34;18;17;8;5;13;2;0;0;0;0;0;1;1;0;0;0;0;0;PSC-CP
8;46;164;43;875;433;442;9;424;6;61;124;71;50;31;37;15;9;3;8;5;1;0;1;1;0;0;0;0;0;0;0;1;0;PSC-CP
8;46;165;44;854;391;463;2;389;4;34;100;67;57;47;34;11;13;5;2;6;2;3;0;0;0;1;3;0;0;0;0;0;0;PSC-CP
8;46;165;45;1068;506;562;3;503;5;38;169;92;59;46;35;17;10;10;6;8;1;2;0;2;1;2;0;0;0;0;0;0;0;PSC-CP
8;46;165;46;994;477;517;8;469;3;49;125;104;49;42;34;20;9;6;13;8;0;2;3;1;0;1;0;0;0;0;0;0;0;PSC-CP
8;46;165;47;966;384;582;4;380;3;33;126;59;43;43;30;12;6;6;5;3;2;2;0;2;0;0;0;2;0;3;0;0;0;PSC-CP
8;47;166;48;739;270;469;3;267;2;16;82;34;46;26;29;8;3;5;12;2;1;1;0;0;0;0;0;0;0;0;0;0;0;PSC-CP
8;47;166;49;930;425;505;5;420;6;40;144;72;60;18;35;10;10;9;10;3;1;1;1;0;0;0;0;0;0;0;0;0;0;PSC-CP
8;48;167;50;1103;707;396;5;702;8;79;199;128;73;79;72;16;19;12;6;6;2;1;0;0;0;2;0;0;0;0;0;0;0;PSC-CP
8;48;167;51;1005;646;359;11;635;11;75;200;94;75;65;56;15;16;7;2;7;5;3;0;0;1;1;0;0;0;1;1;0;0;PSC-CP
8;48;167;52;719;468;251;1;467;6;53;116;74;62;67;34;28;6;5;7;2;2;0;0;1;0;2;1;0;1;0;0;0;0;PSC-CP
8;48;167;53;868;549;319;8;541;5;49;160;71;50;100;39;9;11;15;13;7;2;3;3;2;1;0;0;0;0;1;0;0;0;PSC-CP
8;48;167;54;1296;807;489;11;796;11;84;227;130;99;104;51;25;19;13;10;17;0;1;2;1;0;0;0;1;0;0;0;1;0;PSC-CP
8;48;167;55;1488;946;542;16;930;11;111;273;148;75;189;51;10;24;13;6;9;2;1;1;0;0;0;0;2;3;0;0;0;1;PSC-CP
8;48;167;215;1007;568;439;5;563;8;61;164;105;59;56;39;24;23;7;4;5;4;0;0;3;0;0;1;0;0;0;0;0;0;PSC-CP
8;48;168;56;1148;604;544;4;600;3;63;160;129;72;49;53;23;15;9;7;4;5;1;0;3;0;3;0;0;0;1;0;0;0;PSC-CP
8;48;168;57;1005;503;502;2;501;6;53;119;105;58;63;32;24;10;5;9;4;3;2;2;0;3;1;1;0;0;1;0;0;0;PSC-CP
8;48;168;58;1235;665;570;7;658;3;65;213;107;77;54;63;17;17;11;15;6;5;3;0;0;1;0;0;0;0;1;0;0;0;PSC-CP
8;48;168;59;766;448;318;1;447;4;33;131;85;47;52;53;6;11;5;6;7;0;5;0;1;0;0;0;1;0;0;0;0;0;PSC-CP
8;49;169;60;960;580;380;6;574;5;53;178;72;53;61;82;7;30;10;11;8;1;0;0;2;0;0;1;0;0;0;0;0;0;PSC-CP
8;49;169;61;1306;723;583;5;718;6;66;288;101;82;39;70;11;18;3;15;10;4;0;0;2;0;0;2;0;1;0;0;0;0;PSC-CP
8;49;169;62;971;606;365;5;601;12;30;237;94;57;72;51;11;13;10;7;4;1;0;0;1;0;0;0;0;0;0;0;0;1;PSC-CP
8;49;169;63;895;553;342;2;551;3;43;181;91;52;84;52;8;13;8;3;6;1;2;0;0;0;2;1;0;1;0;0;0;0;PSC-CP
8;49;169;64;1371;766;605;8;758;10;42;292;94;87;61;74;30;28;8;9;14;5;1;1;0;0;0;0;0;0;1;0;0;1;PSC-CP
8;50;170;65;1061;484;577;3;481;8;40;155;80;45;40;63;9;10;9;9;10;1;0;0;0;2;0;0;0;0;0;0;0;0;PSC-CP
8;50;170;66;992;410;582;0;410;4;31;140;57;18;49;65;5;15;11;5;2;2;1;1;1;0;0;0;2;0;0;0;0;1;PSC-CP
8;50;170;67;1206;615;591;7;608;10;27;192;134;36;75;63;21;29;4;8;2;0;1;1;1;0;2;0;0;1;0;1;0;0;PSC-CP
8;50;170;68;1150;508;642;3;505;4;25;206;58;41;50;58;16;7;14;9;8;1;1;2;0;0;2;0;1;0;2;0;0;0;PSC-CP
8;50;170;69;961;466;495;6;460;6;26;203;76;24;47;41;13;3;4;6;3;2;2;1;0;0;1;0;0;0;0;2;0;0;PSC-CP
8;50;171;70;873;365;508;3;362;7;26;156;43;30;33;43;2;5;4;7;2;0;1;0;0;0;2;0;0;0;0;0;1;0;PSC-CP
8;50;171;71;1140;552;588;4;548;9;36;202;73;36;65;73;10;17;8;8;8;0;0;0;1;1;0;0;0;0;1;0;0;0;PSC-CP
8;50;171;72;831;464;367;4;460;3;34;169;68;44;39;50;16;9;10;8;6;1;1;0;0;0;2;0;0;0;0;0;0;0;PSC-CP
8;50;171;73;1038;375;663;1;374;1;22;132;58;37;15;69;6;9;6;12;3;2;0;0;1;0;0;0;1;0;0;0;0;0;PSC-CP
8;50;171;74;928;386;542;5;381;8;30;128;60;31;46;35;13;14;3;4;3;0;1;0;1;0;2;1;0;0;1;0;0;0;PSC-CP
8;51;172;75;1250;550;700;2;548;9;39;171;108;51;55;57;12;13;11;14;2;1;2;0;1;1;0;0;0;0;0;1;0;0;PSC-CP
8;51;172;76;1133;580;553;5;575;3;59;198;85;40;79;64;8;13;5;11;4;1;0;1;1;2;1;0;0;0;0;0;0;0;PSC-CP
8;51;172;77;1026;475;551;1;474;10;25;152;76;46;45;76;10;8;5;13;4;2;0;0;0;1;0;0;0;0;0;1;0;0;PSC-CP
8;51;173;78;1006;434;572;4;430;4;45;142;71;42;53;31;10;12;6;6;0;2;1;0;0;0;1;1;3;0;0;0;0;0;PSC-CP
8;51;173;79;915;405;510;7;398;3;33;128;68;36;53;45;5;7;4;6;3;1;1;1;0;1;1;0;0;0;1;1;0;0;PSC-CP
8;51;173;80;991;520;471;9;511;7;38;175;90;57;53;40;12;7;9;10;6;2;1;0;1;0;0;1;2;0;0;0;0;0;PSC-CP
8;51;173;81;941;449;492;5;444;1;38;142;69;51;49;44;10;9;10;10;4;2;0;0;0;4;0;0;1;0;0;0;0;0;PSC-CP
8;51;173;82;1084;545;539;2;543;11;52;209;87;45;47;46;8;14;9;9;2;0;0;0;1;1;1;1;0;0;0;0;0;0;PSC-CP
8;52;174;83;786;431;355;0;431;2;45;149;44;46;53;40;10;11;3;10;5;3;1;1;3;0;1;1;1;0;2;0;0;0;PSC-CP
8;52;174;84;799;455;344;3;452;2;45;160;63;45;52;29;11;18;10;3;7;2;3;0;0;1;0;0;0;1;0;0;0;0;PSC-CP
8;52;174;85;1018;530;488;4;526;3;48;153;111;62;65;44;8;12;3;6;4;1;1;1;1;1;2;0;0;0;0;0;0;0;PSC-CP
8;52;174;86;1177;639;538;10;629;5;62;206;120;38;74;57;16;22;8;5;5;4;1;0;1;0;0;3;0;0;2;0;0;0;PSC-CP
8;52;175;87;837;477;360;4;473;4;28;168;77;38;66;46;11;12;7;5;7;3;0;0;0;0;0;0;1;0;0;0;0;0;PSC-CP
8;52;175;88;891;436;455;4;432;2;42;134;67;41;49;47;13;14;4;7;3;5;1;0;0;0;1;1;1;0;0;0;0;0;PSC-CP
8;52;175;89;832;397;435;4;393;2;39;125;76;29;48;26;7;18;6;6;4;0;1;0;2;1;1;0;0;0;0;0;2;0;PSC-CP
8;52;175;90;848;477;371;8;469;4;26;143;95;46;53;34;24;6;15;9;6;3;0;0;2;0;1;0;0;0;1;1;0;0;PSC-CP
8;52;175;91;897;441;456;7;434;5;27;156;78;37;39;41;8;11;15;5;5;5;0;0;0;0;0;0;0;0;1;0;0;1;PSC-CP
8;52;176;92;755;428;327;1;427;4;29;152;64;51;62;28;6;10;3;5;9;2;0;0;0;1;0;0;1;0;0;0;0;0;PSC-CP
8;52;176;93;921;517;404;6;511;4;27;169;112;33;64;51;14;12;7;9;3;3;1;0;1;0;1;0;0;0;0;0;0;0;PSC-CP
8;52;176;94;1126;678;448;3;675;6;45;231;98;56;93;66;25;21;10;13;4;4;1;0;0;0;1;1;0;0;0;0;0;0;PSC-CP
8;52;176;95;863;520;343;5;515;3;54;139;108;54;43;40;15;21;13;8;4;5;1;2;1;0;1;2;0;0;1;0;0;0;PSC-CP
8;52;177;96;1106;612;494;2;610;5;46;211;107;36;78;50;15;17;6;14;9;1;3;1;5;1;0;0;0;2;1;0;2;0;PSC-CP
8;52;177;97;938;503;435;4;499;1;26;190;95;39;48;46;11;14;11;5;4;3;0;0;0;0;1;4;0;0;1;0;0;0;PSC-CP
8;52;177;98;878;444;434;2;442;11;24;170;82;45;40;39;14;7;2;3;4;0;0;0;0;0;1;0;0;0;0;0;0;0;PSC-CP
8;52;177;99;952;494;458;3;491;4;30;145;116;50;39;50;11;21;11;4;3;0;0;0;2;0;1;2;2;0;0;0;0;0;PSC-CP
8;52;177;100;892;441;451;5;436;7;28;143;94;35;45;34;11;10;4;12;4;3;2;0;2;0;2;0;0;0;0;0;0;0;PSC-CP
8;52;177;101;1291;726;565;1;725;6;48;230;158;64;77;58;14;16;19;17;7;2;3;0;3;0;1;0;1;0;0;0;0;1;PSC-CP
8;52;177;102;1036;485;551;6;479;5;45;142;107;48;33;44;10;15;7;7;5;3;2;0;1;0;0;0;1;2;0;0;1;1;PSC-CP
8;53;178;103;939;332;607;5;327;4;26;97;67;31;25;43;9;9;3;5;4;2;0;0;0;0;0;1;0;0;1;0;0;0;PSC-CP
8;53;178;104;836;358;478;3;355;3;32;96;73;33;32;36;14;17;2;10;4;1;0;0;1;0;0;1;0;0;0;0;0;0;PSC-CP
8;53;178;105;947;456;491;1;455;7;36;135;97;44;34;54;15;8;6;8;5;1;0;0;2;0;2;0;1;0;0;0;0;0;PSC-CP
8;53;178;106;760;323;437;3;320;1;18;120;45;30;30;51;4;4;2;6;3;0;1;0;2;0;1;0;1;0;1;0;0;0;PSC-CP
8;53;178;107;1426;531;895;7;524;4;50;161;96;43;39;77;12;11;3;11;0;2;3;0;4;2;1;0;1;1;1;0;0;2;PSC-CP
8;54;179;108;1175;499;676;7;492;3;28;163;85;46;46;72;19;14;2;7;0;3;0;0;1;0;0;0;0;0;1;1;0;1;PSC-CP
8;54;179;109;678;261;417;2;259;3;11;108;33;11;22;50;5;4;5;4;1;0;0;0;1;0;0;0;0;0;0;0;1;0;PSC-CP
8;55;180;110;1009;359;650;2;357;4;17;140;67;15;53;42;3;5;3;3;2;0;0;0;1;0;1;0;0;0;1;0;0;0;PSC-CP
8;55;180;111;914;377;537;2;375;9;10;150;75;23;38;31;1;4;10;10;2;2;2;0;3;0;0;5;0;0;0;0;0;0;PSC-CP
8;55;180;112;922;426;496;12;414;2;9;187;53;32;36;49;11;9;3;0;4;4;1;0;2;0;1;4;1;2;3;0;0;1;PSC-CP
8;55;180;113;1060;399;661;1;398;6;16;149;73;18;61;52;7;3;5;3;3;0;0;0;0;0;1;0;0;1;0;0;0;0;PSC-CP
8;55;180;114;1160;472;688;6;466;6;26;178;58;48;49;58;4;18;3;2;4;1;0;0;2;1;2;1;1;1;2;0;0;1;PSC-CP
8;55;180;115;954;418;536;2;416;3;21;149;59;36;56;67;4;5;6;2;5;1;0;0;1;0;0;0;0;0;1;0;0;0;PSC-CP
8;56;181;116;945;378;567;4;374;4;22;124;77;28;53;30;9;7;5;8;2;1;1;0;0;0;0;0;1;1;0;0;1;0;PSC-CP
9;57;182;1;1319;452;867;7;445;4;36;166;74;38;44;36;5;18;4;7;1;1;2;0;0;0;1;3;0;0;3;0;1;1;PSC-CP
9;57;182;2;1191;495;696;6;489;3;35;172;109;37;37;53;8;10;4;9;6;3;2;0;0;0;1;0;0;0;0;0;0;0;PSC-CP
9;57;182;3;1229;502;727;8;494;7;29;186;64;38;50;61;10;17;6;8;5;3;1;2;5;0;1;0;0;0;0;1;0;0;PSC-CP
9;57;182;4;991;477;514;0;477;4;23;138;66;33;65;75;9;19;6;19;10;1;1;1;1;0;3;0;1;0;0;0;1;1;PSC-CP
9;57;182;5;1097;631;466;3;628;6;76;184;106;71;62;59;13;23;8;5;6;2;5;0;1;0;0;0;0;0;0;1;0;0;PSC-CP
9;58;183;6;893;381;512;3;378;3;16;129;55;39;30;63;10;8;3;10;9;1;0;0;1;0;0;0;0;0;0;1;0;0;PSC-CP
9;58;183;7;882;371;511;4;367;8;27;120;51;42;27;55;3;12;3;3;6;1;0;0;4;0;2;1;1;0;0;1;0;0;PSC-CP
9;59;184;8;1223;826;397;7;819;15;136;209;168;105;44;48;17;23;8;11;22;6;5;1;0;0;1;0;0;0;0;0;0;0;PSC-CP
9;59;184;9;1030;577;453;6;571;3;38;89;54;69;111;44;30;34;73;5;16;3;1;0;0;1;0;0;0;0;0;0;0;0;PP
9;59;185;10;1404;829;575;8;821;17;60;279;175;88;50;76;15;22;9;14;11;2;1;0;0;0;0;1;0;0;0;1;0;0;PSC-CP
9;59;185;11;1177;531;646;4;527;6;37;161;115;65;49;56;6;7;4;11;1;4;2;0;0;0;0;0;0;1;0;0;2;0;PSC-CP
9;59;185;13;1200;521;679;4;517;6;41;145;111;54;41;61;8;19;3;12;12;1;0;0;3;0;0;0;0;0;0;0;0;0;PSC-CP
9;59;185;14;1363;535;828;7;528;9;31;207;94;47;47;39;15;15;4;9;5;1;1;0;0;0;2;0;1;0;0;0;1;0;PSC-CP
9;59;185;15;1206;601;605;4;597;8;64;174;115;67;41;57;14;24;6;8;13;2;2;0;1;0;0;1;0;0;0;0;0;0;PSC-CP
9;60;186;16;1073;701;372;9;692;8;95;175;136;98;54;40;24;16;9;11;18;1;1;2;2;0;1;0;0;0;1;0;0;0;PSC-CP
9;60;186;17;1140;670;470;7;663;8;132;142;111;94;45;49;34;16;7;8;5;2;5;3;2;0;0;0;0;0;0;0;0;0;PSC-CP
9;60;186;18;1142;679;463;2;677;6;82;200;132;100;43;32;30;15;8;7;13;3;1;0;0;0;1;1;1;0;1;0;1;0;PSC-CP
9;60;186;19;2043;1376;667;14;1362;18;178;389;248;190;124;26;46;45;11;20;27;3;7;2;0;23;1;1;0;0;3;0;0;0;PSC-CP
9;60;186;20;921;592;329;4;588;11;145;115;94;80;47;24;42;8;3;8;4;0;0;0;1;1;3;0;1;1;0;0;0;0;TriasxBCN
9;60;186;21;1062;698;364;6;692;5;169;127;127;117;35;26;28;20;4;7;19;2;1;2;2;1;0;0;0;0;0;0;0;0;TriasxBCN
9;60;186;22;982;626;356;8;618;7;163;100;124;94;40;15;48;7;2;12;2;3;1;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
9;60;186;23;932;666;266;9;657;4;111;125;178;97;32;28;43;11;3;10;5;2;0;4;1;1;0;1;0;0;0;1;0;0;BCOMU-C
9;60;187;24;914;619;295;8;611;2;124;112;154;87;26;25;34;7;5;11;15;3;2;3;0;1;0;0;0;0;0;0;0;0;BCOMU-C
9;60;187;25;943;627;316;6;621;7;102;115;189;83;35;30;36;6;0;5;6;3;0;1;1;0;1;1;0;0;0;0;0;0;BCOMU-C
9;60;187;26;1176;787;389;10;777;10;112;178;138;124;72;45;41;7;10;9;20;3;1;1;0;0;1;3;0;0;2;0;0;0;PSC-CP
9;60;187;27;1062;713;349;9;704;6;95;189;146;96;55;47;10;21;3;9;18;4;3;0;0;1;0;0;0;0;0;0;1;0;PSC-CP
9;60;188;28;1179;875;304;5;870;11;115;263;140;111;75;55;18;43;11;9;13;1;3;0;0;0;0;0;0;0;0;1;1;0;PSC-CP
9;60;188;29;865;548;317;6;542;7;77;133;79;75;77;39;13;16;3;5;9;2;1;3;2;0;0;1;0;0;0;0;0;0;PSC-CP
9;60;188;30;1104;723;381;5;718;3;113;174;127;91;80;49;19;18;7;9;18;2;0;3;3;1;1;0;0;0;0;0;0;0;PSC-CP
9;60;188;31;897;599;298;7;592;5;71;152;132;78;49;40;14;15;8;9;3;5;4;3;2;1;0;0;0;0;0;0;1;0;PSC-CP
9;60;189;32;1492;830;662;14;816;9;63;240;173;96;71;52;18;35;9;21;17;2;3;3;1;0;0;1;0;0;0;1;1;0;PSC-CP
9;60;189;33;2407;1417;990;11;1406;26;158;379;256;145;163;103;33;58;19;26;25;5;5;0;0;1;2;1;0;0;1;0;0;0;PSC-CP
9;60;190;34;1103;665;438;5;660;1;100;182;130;79;70;38;12;12;3;8;16;1;1;4;1;1;1;0;0;0;0;0;0;0;PSC-CP
9;60;190;35;1169;679;490;13;666;8;80;161;129;86;65;52;26;13;5;8;16;3;7;0;1;4;1;0;0;0;0;0;0;1;PSC-CP
9;60;190;36;1122;709;413;5;704;6;77;205;140;71;76;54;17;22;10;6;14;1;3;0;1;0;0;0;1;0;0;0;0;0;PSC-CP
9;60;190;37;1155;674;481;8;666;12;63;164;126;61;91;55;25;9;8;7;26;3;1;1;2;2;4;3;1;0;1;1;0;0;PSC-CP
9;60;190;38;1306;864;442;5;859;14;124;214;177;105;79;51;28;16;8;11;16;4;4;1;2;3;0;2;0;0;0;0;0;0;PSC-CP
9;60;190;39;1212;749;463;4;745;4;102;175;176;93;59;48;23;22;3;18;13;2;1;2;2;0;0;0;2;0;0;0;0;0;BCOMU-C
9;60;191;40;1210;752;458;11;741;13;147;137;172;112;41;32;33;10;5;14;14;4;1;2;1;1;1;0;0;0;0;1;0;0;BCOMU-C
9;60;191;41;1078;652;426;7;645;6;109;114;156;107;23;21;47;15;8;12;22;3;0;1;0;0;0;0;0;1;0;0;0;0;BCOMU-C
9;60;191;42;970;592;378;9;583;2;96;93;153;114;39;17;33;9;2;9;9;2;0;0;0;3;0;1;0;0;0;0;1;0;BCOMU-C
9;60;191;43;1008;589;419;8;581;10;121;94;115;80;43;29;43;20;4;10;5;0;4;0;1;0;0;0;1;0;0;1;0;0;TriasxBCN
9;60;191;44;1146;755;391;5;750;14;151;124;189;97;39;27;67;13;5;9;6;1;4;1;1;2;0;0;0;0;0;0;0;0;BCOMU-C
9;60;191;45;1084;641;443;8;633;1;111;134;127;110;38;31;34;17;5;10;6;3;3;1;1;0;0;0;1;0;0;0;0;0;PSC-CP
9;60;192;46;1005;696;309;5;691;8;135;119;161;106;47;23;44;15;3;13;12;4;0;0;0;0;0;0;0;0;0;0;0;1;BCOMU-C
9;60;192;47;1207;799;408;7;792;9;176;98;247;102;32;20;54;7;9;20;7;2;2;0;1;0;2;2;0;0;0;0;2;0;BCOMU-C
9;60;192;48;1054;634;420;8;626;8;116;141;118;92;40;24;34;13;4;7;15;5;1;3;2;0;1;0;2;0;0;0;0;0;PSC-CP
9;60;192;49;913;552;361;12;540;6;90;116;113;75;53;30;22;16;4;2;5;1;3;1;0;0;1;2;0;0;0;0;0;0;PSC-CP
9;60;192;50;1155;768;387;10;758;13;124;147;176;122;37;33;52;13;3;11;10;4;6;2;2;1;0;1;1;0;0;0;0;0;BCOMU-C
9;60;192;51;967;602;365;5;597;5;131;132;141;69;36;15;29;10;5;10;8;0;1;0;2;1;0;1;1;0;0;0;0;0;BCOMU-C
9;60;192;52;937;615;322;7;608;5;107;137;132;84;38;27;30;14;4;11;8;1;4;0;1;3;1;0;0;0;0;0;1;0;PSC-CP
9;60;192;53;1240;820;420;8;812;10;168;147;167;115;79;35;39;19;7;7;7;4;1;2;2;2;0;0;0;1;0;0;0;0;TriasxBCN
9;60;192;54;840;552;288;8;544;10;117;106;98;86;40;19;28;10;1;8;8;5;2;3;0;1;0;0;0;0;0;1;1;0;TriasxBCN
9;61;193;55;1205;632;573;9;623;8;127;111;136;107;31;29;16;14;10;8;11;5;4;0;3;2;0;0;0;1;0;0;0;0;BCOMU-C
9;61;193;56;915;576;339;7;569;3;73;152;97;58;95;41;17;8;6;12;4;0;1;0;0;0;2;0;0;0;0;0;0;0;PSC-CP
9;61;193;57;1116;638;478;7;631;7;105;111;130;107;64;36;21;16;7;4;6;4;2;1;5;1;2;0;0;2;0;0;0;0;BCOMU-C
