Dte;Barri;AEB;SC;Electors;Votants;Abstencio;Nuls;Votsvalids;Blancs;TriasxBCN;PSC-CP;BCOMU-C;ERC-AM;PP;VOX;CUP-AMUNT;VALENTS;Cs;PACMA;BCNETSTU;EV-AV;EB;NOVAPRIMARIES;PC-LV;FNC;PCTC;AIREs-LaIzquierda;PH;PFiV;UNIDOSSI;SOMI;JES-UEP;PTDCERV;Partitmesvotat
3;18;76;111;906;611;295;4;607;8;126;117;132;87;34;27;32;13;8;10;3;1;1;3;2;1;1;0;0;1;0;0;0;0;BCOMU-C
3;18;76;112;1334;876;458;11;865;14;214;153;152;99;85;42;47;15;6;4;9;3;6;4;2;4;2;1;0;1;1;0;1;0;TriasxBCN
3;18;76;113;1124;759;365;6;753;3;206;145;114;75;86;40;31;18;7;9;7;2;0;3;1;3;1;0;0;0;0;0;0;2;TriasxBCN
3;18;76;114;1109;699;410;10;689;10;203;141;101;58;72;39;16;15;5;6;9;3;3;1;3;1;0;1;1;0;0;1;0;0;TriasxBCN
4;19;77;1;867;561;306;5;556;5;142;111;99;68;43;24;21;10;10;8;4;4;0;1;0;3;3;0;0;0;0;0;0;0;TriasxBCN
4;19;77;2;1424;990;434;7;983;14;293;192;131;108;109;40;21;25;16;12;8;1;3;3;2;0;1;0;0;2;0;0;2;0;TriasxBCN
4;19;77;3;798;529;269;7;522;6;150;119;78;51;36;24;28;12;10;3;1;1;0;0;1;0;0;0;0;0;1;0;0;1;TriasxBCN
4;19;77;4;768;526;242;5;521;4;126;115;85;76;54;14;11;16;8;4;2;1;0;2;1;0;1;1;0;0;0;0;0;0;TriasxBCN
4;19;77;5;928;626;302;6;620;9;191;110;88;70;59;28;23;14;7;10;3;4;2;0;1;1;0;0;0;0;0;0;0;0;TriasxBCN
4;19;77;6;844;553;291;6;547;7;145;102;78;62;57;27;24;14;2;4;12;4;1;3;1;1;1;0;2;0;0;0;0;0;TriasxBCN
4;19;77;7;783;506;277;5;501;4;118;90;90;73;59;27;14;4;5;3;8;1;1;1;1;1;1;0;0;0;0;0;0;0;TriasxBCN
4;19;77;8;709;472;237;6;466;3;108;107;91;58;29;12;19;13;4;6;10;0;0;1;0;2;0;0;3;0;0;0;0;0;TriasxBCN
4;19;77;9;1037;643;394;7;636;4;175;96;123;90;51;32;28;17;2;5;3;2;0;2;3;1;0;0;0;0;1;1;0;0;TriasxBCN
4;19;78;10;681;501;180;13;488;2;171;75;51;55;56;14;29;16;1;2;7;0;3;0;3;2;0;1;0;0;0;0;0;0;TriasxBCN
4;19;78;11;1289;970;319;7;963;6;328;151;154;89;111;43;20;21;15;9;3;4;4;1;1;2;0;1;0;0;0;0;0;0;TriasxBCN
4;19;78;12;1069;747;322;3;744;5;217;155;96;91;84;33;13;31;8;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
4;19;78;13;932;665;267;7;658;4;225;96;102;65;70;31;22;22;5;5;4;1;2;3;0;1;0;0;0;0;0;0;0;0;TriasxBCN
4;19;78;14;593;376;217;3;373;4;118;79;28;45;48;18;10;3;4;3;4;2;2;4;1;0;0;0;0;0;0;0;0;0;TriasxBCN
4;19;78;15;1408;971;437;12;959;8;297;181;137;124;83;41;29;25;11;4;7;4;1;2;1;0;1;2;1;0;0;0;0;0;TriasxBCN
4;19;78;16;814;567;247;3;564;7;187;84;81;56;59;23;18;16;12;7;7;1;3;2;0;1;0;0;0;0;0;0;0;0;TriasxBCN
4;19;79;17;854;573;281;4;569;6;181;84;57;43;111;39;8;17;8;5;5;1;1;1;2;0;0;0;0;0;0;0;0;0;TriasxBCN
4;19;79;18;1113;742;371;9;733;8;218;133;82;51;110;67;19;20;10;8;5;1;0;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
4;19;79;19;1015;701;314;2;699;4;284;92;53;30;142;38;5;33;2;2;8;2;0;4;0;0;0;0;0;0;0;0;0;0;TriasxBCN
4;19;79;20;1097;739;358;1;738;5;275;114;76;55;99;41;20;24;7;1;10;1;3;0;1;2;2;1;0;1;0;0;0;0;TriasxBCN
4;19;79;21;959;689;270;0;689;12;262;92;93;49;87;30;16;27;7;1;7;1;0;3;0;0;1;0;1;0;0;0;0;0;TriasxBCN
4;19;80;22;1121;729;392;5;724;3;224;105;95;87;101;45;16;19;1;8;10;2;1;1;3;2;0;0;0;0;1;0;0;0;TriasxBCN
4;19;81;23;800;566;234;6;560;7;220;64;26;24;123;51;6;24;6;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
4;19;81;24;812;612;200;1;611;2;253;103;28;14;131;54;1;11;4;2;4;1;0;2;0;1;0;0;0;0;0;0;0;0;TriasxBCN
4;19;82;25;879;617;262;1;616;5;220;74;101;62;67;25;14;10;7;8;8;5;4;3;0;0;0;0;3;0;0;0;0;0;TriasxBCN
4;19;82;26;916;655;261;9;646;6;186;108;92;104;58;20;34;14;1;6;3;4;3;2;0;2;3;0;0;0;0;0;0;0;TriasxBCN
4;19;82;27;888;601;287;2;599;2;233;79;88;42;62;35;14;23;6;3;6;3;1;0;0;1;0;0;0;1;0;0;0;0;TriasxBCN
4;19;83;28;923;615;308;5;610;11;183;96;74;64;78;39;30;14;6;4;5;1;1;1;2;1;0;0;0;0;0;0;0;0;TriasxBCN
4;19;83;29;885;634;251;4;630;7;229;97;71;71;84;25;15;15;4;1;6;0;0;2;0;0;0;1;0;2;0;0;0;0;TriasxBCN
4;19;83;30;1321;944;377;7;937;7;344;150;98;113;89;50;29;21;14;5;10;2;2;0;2;0;1;0;0;0;0;0;0;0;TriasxBCN
4;19;84;31;1244;737;507;0;737;5;209;146;134;82;51;30;25;17;5;6;13;4;0;3;1;4;0;0;1;0;0;0;0;1;TriasxBCN
4;19;84;32;1180;784;396;4;780;16;187;135;161;103;53;36;38;8;12;5;10;3;2;3;2;1;2;1;2;0;0;0;0;0;TriasxBCN
4;19;84;33;858;570;288;7;563;6;179;109;89;57;45;30;17;6;7;8;3;0;4;0;1;2;0;0;0;0;0;0;0;0;TriasxBCN
4;19;84;34;1148;858;290;6;852;13;332;124;106;82;96;33;22;16;7;8;5;3;0;3;0;1;0;0;1;0;0;0;0;0;TriasxBCN
4;19;84;35;1031;766;265;6;760;11;215;150;116;88;79;32;20;21;10;5;4;3;0;4;0;0;2;0;0;0;0;0;0;0;TriasxBCN
4;20;85;36;1201;764;437;4;760;14;191;159;141;89;51;41;25;18;7;3;8;6;1;3;0;3;0;0;0;0;0;0;0;0;TriasxBCN
4;20;85;37;1606;1066;540;18;1048;14;280;169;168;141;111;61;40;21;18;5;6;2;7;3;0;1;0;0;0;1;0;0;0;0;TriasxBCN
4;20;85;38;957;659;298;12;647;8;147;138;114;82;65;36;15;10;9;11;1;2;4;2;1;0;2;0;0;0;0;0;0;0;TriasxBCN
4;20;85;39;831;542;289;3;539;8;137;92;91;89;44;27;23;9;7;1;4;2;1;1;1;2;0;0;0;0;0;0;0;0;TriasxBCN
4;20;85;40;1014;615;399;7;608;6;123;126;95;70;57;63;19;18;8;10;6;0;1;0;0;3;0;0;1;0;0;1;1;0;PSC-CP
4;20;85;41;893;395;498;2;393;5;71;103;67;32;54;29;7;10;5;3;5;0;2;0;0;0;0;0;0;0;0;0;0;0;PSC-CP
4;20;85;42;1303;960;343;15;945;15;185;257;143;94;106;51;30;21;20;12;4;1;0;0;0;1;2;2;1;0;0;0;0;0;PSC-CP
4;20;86;43;1279;854;425;16;838;3;249;147;128;84;96;45;35;17;11;4;6;3;3;1;1;1;2;2;0;0;0;0;0;0;TriasxBCN
4;20;86;44;1155;695;460;5;690;6;132;132;139;82;82;50;18;10;15;9;7;2;1;0;1;3;1;0;0;0;0;0;0;0;BCOMU-C
4;20;86;45;1005;608;397;5;603;8;132;138;79;74;81;35;15;8;12;6;8;2;1;0;0;1;0;1;0;0;1;0;1;0;PSC-CP
4;20;86;46;1882;1340;542;12;1328;12;255;215;73;63;102;104;141;19;244;83;4;1;0;0;0;8;1;1;0;0;0;0;2;0;TriasxBCN
4;20;86;47;1428;929;499;6;923;11;219;205;97;108;154;49;18;18;18;11;9;1;4;0;1;0;0;0;0;0;0;0;0;0;TriasxBCN
4;20;87;48;1156;763;393;4;759;6;229;131;95;88;93;49;21;17;10;2;4;3;1;4;0;6;0;0;0;0;0;0;0;0;TriasxBCN
4;20;87;49;782;554;228;1;553;3;194;79;45;18;113;50;5;30;5;2;5;1;1;1;1;0;0;0;0;0;0;0;0;0;TriasxBCN
4;20;87;84;1043;738;305;7;731;9;292;96;52;65;104;52;11;22;8;4;5;4;6;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
4;21;88;50;1545;1127;418;3;1124;4;449;113;33;37;271;146;2;38;11;2;15;1;0;0;0;0;0;0;1;1;0;0;0;0;TriasxBCN
4;21;88;51;1191;780;411;6;774;9;338;83;46;52;114;78;7;24;9;3;3;0;2;3;1;1;1;0;0;0;0;0;0;0;TriasxBCN
4;21;88;52;1598;1195;403;2;1193;3;502;125;36;24;323;90;5;48;9;3;24;0;1;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
4;21;89;53;1041;596;445;5;591;2;167;71;40;31;119;96;5;24;13;11;11;0;0;0;1;0;0;0;0;0;0;0;0;0;TriasxBCN
4;21;89;54;748;541;207;4;537;3;246;43;34;15;99;58;7;15;6;2;7;0;2;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
4;21;90;55;1010;754;256;0;754;5;289;90;21;10;197;95;0;22;8;1;11;0;5;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
4;21;90;56;1085;706;379;8;698;2;274;90;29;24;164;64;8;26;9;1;4;0;0;1;1;0;0;0;0;1;0;0;0;0;TriasxBCN
5;22;91;1;1244;684;560;5;679;10;117;108;174;93;24;48;51;13;9;11;9;4;1;1;3;3;0;0;0;0;0;0;0;0;BCOMU-C
5;22;92;2;1158;741;417;5;736;7;249;99;158;82;50;20;47;11;4;2;3;2;0;1;1;0;0;0;0;0;0;0;0;0;TriasxBCN
5;22;92;3;954;630;324;6;624;6;237;65;124;56;40;14;43;17;3;8;8;2;0;0;1;0;0;0;0;0;0;0;0;0;TriasxBCN
5;23;93;4;803;503;300;3;500;5;203;61;43;17;102;31;9;22;0;2;3;0;1;0;0;0;0;0;0;0;0;0;1;0;TriasxBCN
5;23;93;5;762;475;287;3;472;6;171;68;66;40;53;22;10;18;2;4;2;0;7;2;1;0;0;0;0;0;0;0;0;0;TriasxBCN
5;23;94;6;1229;874;355;3;871;8;433;92;25;29;162;66;5;27;6;1;15;1;0;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;23;95;7;1284;788;496;3;785;8;328;92;111;64;79;25;23;32;5;4;2;1;6;4;0;0;1;0;0;0;0;0;0;0;TriasxBCN
5;23;95;8;1169;787;382;10;777;5;368;72;83;52;111;25;11;22;2;3;12;1;1;3;1;1;1;0;0;2;0;0;0;1;TriasxBCN
5;23;95;9;1180;851;329;4;847;6;406;92;83;55;75;39;30;23;9;4;8;9;3;1;0;4;0;0;0;0;0;0;0;0;TriasxBCN
5;23;95;10;1035;738;297;5;733;5;314;76;90;73;73;35;34;11;3;5;4;4;2;2;0;1;1;0;0;0;0;0;0;0;TriasxBCN
5;23;95;11;978;708;270;11;697;7;264;85;102;79;76;22;26;12;9;7;4;1;3;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;23;95;12;1003;714;289;6;708;4;245;102;101;72;65;53;30;15;8;4;3;3;1;1;1;0;0;0;0;0;0;0;0;0;TriasxBCN
5;23;95;13;1214;859;355;13;846;10;342;86;124;80;69;38;36;29;7;6;8;0;1;1;0;1;4;0;2;1;0;0;0;1;TriasxBCN
5;23;96;14;1093;807;286;5;802;8;312;101;118;68;79;57;15;25;2;4;3;2;2;2;1;3;0;0;0;0;0;0;0;0;TriasxBCN
5;23;96;15;1030;778;252;6;772;7;314;107;66;48;89;63;15;29;10;5;8;3;3;1;0;0;1;0;1;0;0;0;2;0;TriasxBCN
5;23;96;16;1242;826;416;7;819;15;257;113;73;72;101;103;14;39;14;1;11;1;0;2;0;3;0;0;0;0;0;0;0;0;TriasxBCN
5;23;96;17;1113;796;317;1;795;4;331;102;50;39;129;88;6;21;5;5;6;4;2;2;0;1;0;0;0;0;0;0;0;0;TriasxBCN
5;23;96;18;875;601;274;3;598;1;209;75;65;61;81;59;10;18;6;1;4;5;1;1;0;0;1;0;0;0;0;0;0;0;TriasxBCN
5;23;96;19;1183;929;254;6;923;6;373;129;64;38;158;81;8;37;8;1;11;4;1;3;0;0;0;0;1;0;0;0;0;0;TriasxBCN
5;24;97;20;800;546;254;3;543;2;232;67;29;15;111;36;10;30;8;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;24;97;21;838;585;253;0;585;7;219;86;20;16;150;48;2;18;6;0;10;0;1;0;0;2;0;0;0;0;0;0;0;0;TriasxBCN
5;24;98;22;1265;910;355;4;906;6;396;111;47;34;180;61;8;39;4;3;11;2;0;2;1;0;0;0;0;0;0;0;0;1;TriasxBCN
5;24;98;23;1054;673;381;6;667;6;245;104;70;42;83;53;15;24;5;3;7;0;3;0;0;3;0;0;1;3;0;0;0;0;TriasxBCN
5;24;98;24;1382;1044;338;6;1038;5;426;109;55;29;224;113;10;40;11;1;8;1;1;2;1;1;0;0;0;0;1;0;0;0;TriasxBCN
5;24;99;25;932;712;220;0;712;3;272;71;21;17;199;69;10;32;2;2;9;0;1;3;0;0;0;0;0;1;0;0;0;0;TriasxBCN
5;24;99;26;1059;803;256;3;800;2;335;84;27;15;170;69;6;67;10;1;11;1;1;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;24;99;27;1021;815;206;3;812;5;349;65;32;17;192;81;1;40;10;4;14;0;0;0;1;0;1;0;0;0;0;0;0;0;TriasxBCN
5;24;99;28;1129;824;305;2;822;3;384;83;38;31;151;78;3;37;3;1;4;2;0;3;0;1;0;0;0;0;0;0;0;0;TriasxBCN
5;24;99;29;1184;894;290;3;891;0;395;82;30;17;215;90;6;39;1;3;11;0;0;0;1;0;0;0;0;1;0;0;0;0;TriasxBCN
5;24;99;30;1025;792;233;1;791;2;380;72;32;19;165;62;4;41;4;5;3;1;1;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;25;100;31;1124;793;331;0;793;0;338;88;30;21;183;74;3;36;5;3;9;0;1;1;0;0;0;0;1;0;0;0;0;0;TriasxBCN
5;25;100;32;1201;816;385;4;812;5;353;90;35;47;151;52;12;40;10;2;12;0;2;0;0;1;0;0;0;0;0;0;0;0;TriasxBCN
5;25;101;33;976;654;322;7;647;4;248;78;116;42;68;28;19;13;8;4;9;4;2;2;1;0;0;0;0;0;0;0;0;1;TriasxBCN
5;25;101;34;843;559;284;5;554;7;196;79;64;47;59;45;16;20;5;4;5;1;1;1;1;3;0;0;0;0;0;0;0;0;TriasxBCN
5;25;102;35;817;614;203;4;610;0;285;57;26;15;123;47;4;39;3;1;5;0;2;2;1;0;0;0;0;0;0;0;0;0;TriasxBCN
5;25;102;36;1274;923;351;4;919;4;407;102;57;40;149;72;11;42;12;4;11;0;3;2;0;0;1;1;1;0;0;0;0;0;TriasxBCN
5;25;102;37;1045;712;333;4;708;5;286;76;73;38;84;90;13;24;8;1;8;1;0;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;25;102;38;930;585;345;2;583;0;251;64;49;32;85;41;5;34;7;3;6;2;2;1;0;0;0;0;1;0;0;0;0;0;TriasxBCN
5;25;102;39;1132;857;275;4;853;7;376;110;52;35;120;66;5;49;8;4;14;4;1;0;1;0;0;1;0;0;0;0;0;0;TriasxBCN
5;25;102;40;1011;693;318;2;691;8;240;113;73;31;104;52;13;28;13;4;8;0;0;1;3;0;0;0;0;0;0;0;0;0;TriasxBCN
5;25;102;41;1249;786;463;3;783;6;320;114;63;37;110;62;7;30;11;5;8;3;3;1;0;0;0;0;0;2;1;0;0;0;TriasxBCN
5;25;103;42;945;669;276;7;662;1;260;63;57;45;100;64;10;39;9;2;6;0;0;1;2;2;0;0;0;0;0;0;0;1;TriasxBCN
5;25;103;43;1046;699;347;4;695;7;278;91;34;50;105;56;8;40;12;5;6;1;1;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;25;103;44;884;582;302;2;580;8;195;63;54;34;79;79;9;41;5;4;5;2;0;1;1;0;0;0;0;0;0;0;0;0;TriasxBCN
5;25;103;45;1141;852;289;3;849;9;352;102;50;26;148;76;9;47;4;8;17;0;0;0;1;0;0;0;0;0;0;0;0;0;TriasxBCN
5;25;103;46;906;668;238;4;664;3;292;64;28;29;112;73;4;47;6;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;TriasxBCN
5;25;103;47;855;667;188;0;667;1;263;84;34;17;140;77;5;34;2;1;6;1;1;0;0;0;0;0;0;1;0;0;0;0;TriasxBCN
5;25;103;48;906;658;248;3;655;5;275;56;23;14;138;73;8;45;4;3;5;0;3;1;0;2;0;0;0;0;0;0;0;0;TriasxBCN
5;26;104;49;1229;904;325;4;900;6;377;84;37;38;217;84;7;40;7;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;TriasxBCN
5;26;104;50;1197;799;398;2;797;4;333;86;65;41;128;67;11;46;2;3;8;0;2;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;104;51;1205;889;316;2;887;5;385;93;47;38;154;81;11;41;2;5;15;3;2;1;3;0;1;0;0;0;0;0;0;0;TriasxBCN
5;26;104;52;1069;804;265;3;801;3;310;96;33;27;214;59;8;34;8;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;105;53;1129;854;275;7;847;6;372;68;21;19;215;93;2;32;5;1;8;2;0;0;1;1;0;0;0;0;0;0;1;0;TriasxBCN
5;26;105;54;760;547;213;3;544;5;223;59;14;1;158;52;1;21;8;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;105;55;1047;763;284;3;760;2;314;79;11;5;205;84;3;37;5;1;11;0;0;0;0;1;0;0;0;2;0;0;0;0;TriasxBCN
5;26;106;56;842;600;242;0;600;3;216;72;37;25;126;80;6;13;5;2;14;1;0;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;106;57;1284;923;361;0;923;7;380;115;48;27;196;83;8;36;10;3;5;0;0;4;0;0;0;1;0;0;0;0;0;0;TriasxBCN
5;26;106;58;1042;749;293;7;742;2;344;64;25;6;180;79;4;24;4;4;4;0;0;1;1;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;106;59;1089;738;351;2;736;1;301;109;41;29;145;65;5;21;8;1;5;2;0;0;0;1;0;1;0;0;0;0;1;0;TriasxBCN
5;26;106;60;786;576;210;0;576;1;257;67;35;26;111;49;2;16;2;2;5;0;2;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;107;61;997;607;390;6;601;1;226;73;75;26;97;51;13;10;14;4;8;0;1;0;0;1;1;0;0;0;0;0;0;0;TriasxBCN
5;26;107;62;1133;796;337;1;795;5;318;95;76;35;145;61;10;33;5;5;3;1;0;0;1;1;0;1;0;0;0;0;0;0;TriasxBCN
5;26;107;63;1121;804;317;6;798;5;356;80;79;44;96;68;16;30;8;4;5;3;0;2;1;0;1;0;0;0;0;0;0;0;TriasxBCN
5;26;107;64;1089;732;357;2;730;7;276;105;73;48;124;37;14;18;4;3;11;3;0;4;0;2;0;1;0;0;0;0;0;0;TriasxBCN
5;26;107;65;1128;783;345;8;775;1;287;108;101;41;119;50;14;34;2;4;7;3;0;1;0;2;0;0;1;0;0;0;0;0;TriasxBCN
5;26;108;66;966;689;277;7;682;12;272;109;75;33;107;36;10;14;6;2;3;1;0;2;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;108;67;926;631;295;2;629;3;258;68;50;38;109;50;7;25;9;1;8;0;0;0;0;1;1;1;0;0;0;0;0;0;TriasxBCN
5;26;108;68;1072;794;278;5;789;6;313;117;113;63;76;33;22;17;9;5;8;3;0;3;0;1;0;0;0;0;0;0;0;0;TriasxBCN
5;26;108;69;1197;842;355;7;835;8;354;91;106;58;79;51;29;31;6;2;12;2;2;2;1;0;0;0;1;0;0;0;0;0;TriasxBCN
5;26;109;70;986;705;281;4;701;7;292;73;86;44;93;52;12;19;5;7;4;3;3;1;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;109;71;1138;777;361;4;773;14;307;83;115;53;92;42;19;24;9;5;7;1;1;0;0;1;0;0;0;0;0;0;0;0;TriasxBCN
5;26;109;72;1235;869;366;2;867;11;358;117;94;64;91;55;16;35;8;4;8;3;1;0;2;0;0;0;0;0;0;0;0;0;TriasxBCN
5;26;109;73;1144;798;346;8;790;12;332;115;102;55;77;31;20;27;4;5;5;2;0;2;0;1;0;0;0;0;0;0;0;0;TriasxBCN
5;26;109;74;1179;851;328;4;847;7;356;85;80;52;127;59;16;37;6;4;10;2;4;0;1;0;0;0;0;0;0;0;1;0;TriasxBCN
5;26;110;75;1279;934;345;8;926;9;387;110;122;58;114;52;17;25;1;7;15;0;2;2;0;4;0;0;0;1;0;0;0;0;TriasxBCN
5;26;110;76;994;691;303;5;686;6;272;81;64;39;97;76;12;27;3;0;5;0;0;1;0;0;1;0;1;1;0;0;0;0;TriasxBCN
5;26;110;77;1079;775;304;6;769;4;294;82;59;31;129;81;20;53;6;1;4;0;1;2;0;1;0;0;0;0;0;1;0;0;TriasxBCN
5;26;110;78;1498;1053;445;4;1049;9;403;127;85;35;180;107;14;52;13;4;10;2;2;4;0;2;0;0;0;0;0;0;0;0;TriasxBCN
5;26;110;79;942;685;257;4;681;1;288;83;67;43;85;44;19;26;6;4;6;1;2;1;1;2;0;1;0;1;0;0;0;0;TriasxBCN
5;27;111;80;976;638;338;6;632;13;200;82;129;61;46;37;21;20;8;2;8;1;0;4;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;27;111;81;1115;797;318;8;789;9;299;101;134;72;75;25;24;27;7;3;8;2;0;1;0;1;0;0;0;0;1;0;0;0;TriasxBCN
5;27;111;82;1128;796;332;9;787;3;270;95;159;85;58;41;35;11;3;6;7;2;3;4;0;1;2;2;0;0;0;0;0;0;TriasxBCN
5;27;111;83;937;649;288;5;644;13;213;70;134;54;51;33;31;24;3;4;6;1;2;2;0;0;1;0;0;1;1;0;0;0;TriasxBCN
5;27;111;84;947;697;250;5;692;11;219;75;150;72;61;30;27;15;5;7;8;0;2;3;1;1;1;1;0;2;1;0;0;0;TriasxBCN
5;27;111;85;897;595;302;5;590;8;181;54;129;93;37;24;28;22;1;2;3;1;2;0;1;3;1;0;0;0;0;0;0;0;TriasxBCN
5;27;111;86;929;600;329;5;595;4;224;64;112;45;53;36;19;18;7;4;4;1;1;2;0;0;0;0;0;0;0;0;0;1;TriasxBCN
5;27;111;87;1119;785;334;3;782;3;300;97;99;62;67;79;10;26;4;13;5;6;1;2;0;3;4;1;0;0;0;0;0;0;TriasxBCN
5;27;112;88;1277;890;387;4;886;8;323;127;112;80;96;53;31;28;8;3;8;2;1;3;0;1;0;1;1;0;0;0;0;0;TriasxBCN
5;27;112;89;1253;865;388;5;860;7;337;117;142;70;69;40;30;21;8;2;8;1;2;3;1;0;0;0;0;1;1;0;0;0;TriasxBCN
5;27;112;90;1304;920;384;11;909;5;285;131;190;60;77;43;37;31;10;13;8;4;4;6;1;1;0;1;0;2;0;0;0;0;TriasxBCN
5;27;112;91;1110;766;344;7;759;12;287;93;128;79;62;22;34;12;11;6;9;1;1;0;1;1;0;0;0;0;0;0;0;0;TriasxBCN
5;27;112;92;1198;803;395;5;798;9;335;78;99;44;113;60;11;24;4;7;5;1;1;2;0;2;0;0;1;1;0;0;1;0;TriasxBCN
5;27;113;93;799;569;230;5;564;6;269;54;45;35;67;37;8;28;4;1;2;0;1;1;1;1;0;0;0;4;0;0;0;0;TriasxBCN
5;27;113;94;1953;1374;579;4;1370;7;566;186;114;91;188;116;13;53;10;4;13;1;3;4;0;1;0;0;0;0;0;0;0;0;TriasxBCN
5;27;113;95;1158;762;396;17;745;0;289;106;90;69;73;47;18;27;4;6;6;2;5;1;1;0;1;0;0;0;0;0;0;0;TriasxBCN
5;27;113;96;796;508;288;2;506;8;172;84;64;39;63;27;9;14;8;5;2;2;2;2;2;3;0;0;0;0;0;0;0;0;TriasxBCN
5;27;113;97;1135;804;331;6;798;4;325;110;113;66;70;41;12;22;8;12;7;2;1;5;0;0;0;0;0;0;0;0;0;0;TriasxBCN
5;27;113;98;1085;733;352;2;731;14;270;84;140;97;52;15;14;15;9;7;6;4;1;0;0;3;0;0;0;0;0;0;0;0;TriasxBCN
6;28;114;1;804;499;305;5;494;5;139;58;141;38;32;27;19;15;5;7;4;3;1;0;0;0;0;0;0;0;0;0;0;0;BCOMU-C
6;28;114;2;1025;692;333;7;685;8;152;122;133;110;51;30;31;18;6;9;3;2;4;2;0;1;2;1;0;0;0;0;0;0;TriasxBCN
6;28;114;3;1587;959;628;9;950;8;204;149;259;107;68;39;51;25;8;11;9;4;2;2;1;2;1;0;0;0;0;0;0;0;BCOMU-C
6;28;114;4;1023;680;343;11;669;7;173;101;148;83;43;27;53;14;4;5;5;0;3;0;0;2;1;0;0;0;0;0;0;0;TriasxBCN
6;28;115;6;758;525;233;6;519;6;155;79;86;56;52;24;28;10;7;3;10;0;1;1;0;0;0;1;0;0;0;0;0;0;TriasxBCN
6;28;115;7;1411;901;510;10;891;13;287;126;145;107;71;47;21;21;14;4;19;6;1;5;2;1;0;1;0;0;0;0;0;0;TriasxBCN
6;28;115;8;1399;801;598;4;797;1;263;99;144;101;61;42;28;26;7;9;4;6;3;0;1;0;2;0;0;0;0;0;0;0;TriasxBCN
6;28;116;9;968;625;343;5;620;8;230;91;91;60;63;27;22;7;6;5;5;3;0;1;0;1;0;0;0;0;0;0;0;0;TriasxBCN
6;28;116;10;751;507;244;2;505;3;150;109;65;57;46;25;16;16;4;8;3;0;1;0;0;1;0;0;0;1;0;0;0;0;TriasxBCN
6;28;117;11;1006;636;370;4;632;7;204;103;116;76;45;25;33;10;3;4;5;0;1;0;0;0;0;0;0;0;0;0;0;0;TriasxBCN
6;28;117;12;854;581;273;4;577;2;202;82;110;75;41;17;18;0;2;8;2;4;2;7;1;2;0;0;0;2;0;0;0;0;TriasxBCN
6;29;118;13;1256;781;475;3;778;3;178;112;203;86;42;40;51;32;6;12;3;3;0;1;1;3;1;0;0;1;0;0;0;0;BCOMU-C
6;29;118;14;1046;577;469;10;567;3;131;117;117;67;51;24;29;1;7;7;1;5;6;0;0;1;0;0;0;0;0;0;0;0;TriasxBCN
6;29;118;15;974;512;462;8;504;6;122;105;105;58;35;23;13;11;5;2;9;2;1;1;1;1;1;1;0;0;0;2;0;0;TriasxBCN
6;29;118;16;1085;624;461;4;620;6;115;136;126;75;63;23;32;14;5;7;8;2;1;1;0;1;2;0;1;1;0;1;0;0;PSC-CP
6;29;118;17;1025;633;392;7;626;11;113;121;161;74;35;20;30;21;4;13;7;1;4;3;1;2;2;0;0;1;0;2;0;0;BCOMU-C
6;30;119;18;899;513;386;9;504;11;96;75;123;80;23;23;46;4;2;7;5;2;2;1;0;2;2;0;0;0;0;0;0;0;BCOMU-C
6;30;119;19;1060;620;440;4;616;9;151;91;162;69;32;19;45;7;5;7;10;0;0;3;1;2;2;0;0;1;0;0;0;0;BCOMU-C
6;30;119;20;805;485;320;3;482;5;119;69;104;52;46;19;32;10;5;7;5;2;1;3;1;0;1;0;0;0;0;0;1;0;TriasxBCN
6;30;119;21;964;596;368;7;589;13;177;82;116;57;38;33;38;22;1;4;2;2;2;2;0;0;0;0;0;0;0;0;0;0;TriasxBCN
